Run Date,5/1/2015 08:32:07
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
1,14078,0,0,0,171,0,0,42135,42022,41104,42786,43948,47837,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,41,54,51,51,59,56,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
2,15094,0,0,0,172,0,0,42143,42029,41100,42798,43965,47852,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,33,47,55,39,42,41,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
3,16094,0,0,0,173,0,0,42145,42043,41113,42802,43966,47844,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,31,33,42,35,41,49,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
4,17078,0,0,0,174,0,0,42144,42048,41102,42798,43964,47850,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,32,28,53,39,43,43,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
5,18094,0,0,0,175,0,0,42152,42047,41123,42798,43971,47855,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,24,29,32,39,36,38,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
6,19094,0,0,0,176,0,0,42107,42039,41115,42792,43964,47845,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,69,37,40,45,43,48,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
7,20094,0,0,0,177,0,0,42153,42037,41104,42791,43958,47856,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,23,39,51,46,49,37,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
8,21094,0,0,0,178,0,0,42151,42046,41116,42812,43976,47861,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,25,30,39,25,31,32,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
9,22094,0,0,0,179,0,0,42150,42052,41128,42807,43979,47857,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,26,24,27,30,28,36,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
10,23094,0,0,0,180,0,0,42151,42046,41113,42801,43962,47849,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,25,30,42,36,45,44,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
11,24078,0,0,0,181,0,0,42146,42040,41114,42805,43965,47858,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,30,36,41,32,42,35,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
12,25094,0,0,0,182,0,0,42144,42041,41113,42799,43966,47857,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,32,35,42,38,41,36,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
13,26094,0,0,0,183,0,0,42147,42041,41118,42807,43975,47856,42176,42076,41155,42837,44007,47893,42041,41939,41044,42704,43856,47738,29,35,37,30,32,37,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
