Run Date,5/1/2015 13:10:50
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
0,156,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
1,1140,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
2,2156,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
3,3156,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
4,4156,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
5,5156,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
6,6156,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
7,7156,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
8,8140,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
9,9156,0,0,0,301,0,330,41287,41028,40894,42217,45592,48128,41363,41083,40932,42231,45612,48128,40256,39856,39739,40962,44220,46817,76,55,38,14,20,-26,41363,41083,40932,42231,45612,48128,0,0,0,0,0,0,
