Run Date,8/18/2015 09:03:15
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,tempC,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
107,199234,335,5,3e,0,10,0,6503,12513,17812,27559,28856,22099,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28856,22099,-31783,29750,23584,15264,15512,25956,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
108,200234,335,5,3e,0,10,0,6501,12502,17807,27550,28747,21979,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28747,21979,-31781,29761,23589,15273,15621,26076,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
109,201250,335,5,3e,0,10,0,6489,12492,17795,27531,28659,21880,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28659,21880,-31769,29771,23601,15292,15709,26175,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
110,202234,335,5,3e,0,10,0,6480,12475,17788,27523,28574,21777,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28574,21777,-31760,29788,23608,15300,15794,26278,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
111,203234,335,5,3e,0,10,0,6471,12437,17780,27508,28508,21685,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28508,21685,-31751,29826,23616,15315,15860,26370,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
112,204234,335,5,3e,0,10,0,6465,12403,17773,27499,28461,21636,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28461,21636,-31745,29860,23623,15324,15907,26419,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
113,205234,335,5,3e,0,10,0,6454,12368,17760,27488,28406,21595,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28406,21595,-31734,29895,23636,15335,15962,26460,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
114,206250,335,5,3e,0,10,0,6454,12347,17745,27480,28372,21558,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28372,21558,-31734,29916,23651,15343,15996,26497,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
115,207234,335,5,3e,0,10,0,6445,12324,17731,27464,28329,21522,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28329,21522,-31725,29939,23665,15359,16039,26533,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
116,208234,335,5,3e,0,10,0,6436,12305,17711,27445,28290,21488,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28290,21488,-31716,29958,23685,15378,16078,26567,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
117,209250,335,5,3e,0,10,0,6429,12283,17698,27430,28255,21446,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28255,21446,-31709,29980,23698,15393,16113,26609,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
118,210234,335,5,3e,0,10,0,6423,12265,17686,27414,28224,21418,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28224,21418,-31703,29998,23710,15409,16144,26637,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
119,211234,335,5,3e,0,10,0,6416,12249,17680,27401,28210,21402,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28210,21402,-31696,30014,23716,15422,16158,26653,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
120,212250,335,5,3e,0,10,0,6414,12235,17661,27384,28191,21359,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28191,21359,-31694,30028,23735,15439,16177,26696,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
121,213234,335,5,3e,0,10,0,6411,12221,17641,27366,28181,21344,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28181,21344,-31691,30042,23755,15457,16187,26711,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
122,214250,335,5,3e,0,10,0,6405,12206,17623,27358,28166,21334,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28166,21334,-31685,30057,23773,15465,16202,26721,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
123,215234,335,5,3e,0,10,0,6401,12197,17597,27340,28149,21312,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28149,21312,-31681,30066,23799,15483,16219,26743,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
124,216234,335,5,3e,0,10,0,6396,12181,17578,27319,28114,21277,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28114,21277,-31676,30082,23818,15504,16254,26778,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
125,217250,335,5,3e,0,10,0,6393,12171,17563,27300,28095,21253,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28095,21253,-31673,30092,23833,15523,16273,26802,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
126,218234,335,5,3e,0,10,0,6388,12158,17551,27281,28075,21229,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28075,21229,-31668,30105,23845,15542,16293,26826,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
127,219234,335,5,3e,0,10,0,6384,12145,17543,27262,28056,21220,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28056,21220,-31664,30118,23853,15561,16312,26835,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
128,220250,335,5,3e,0,10,0,6381,12136,17530,27237,28042,21181,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28042,21181,-31661,30127,23866,15586,16326,26874,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
129,221234,335,5,3e,0,10,0,6378,12124,17519,27212,28037,21169,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28037,21169,-31658,30139,23877,15611,16331,26886,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
130,222250,335,5,3e,0,10,0,6375,12117,17508,27186,28033,21167,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28033,21167,-31655,30146,23888,15637,16335,26888,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
131,223234,335,5,3e,0,10,0,6372,12107,17498,27164,28008,21155,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28008,21155,-31652,30156,23898,15659,16360,26900,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
132,224234,335,5,3e,0,10,0,6370,12100,17481,27149,28009,21152,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28008,21152,-31650,30163,23915,15674,16359,26903,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
133,225250,335,5,3e,0,10,0,6366,12091,17464,27126,28001,21141,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28001,21141,-31646,30172,23932,15697,16367,26914,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
134,226234,335,5,3e,0,10,0,6363,12084,17450,27113,28004,21139,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,28001,21139,-31643,30179,23946,15710,16364,26916,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
135,227250,335,5,3e,0,10,0,6359,12078,17440,27088,27986,21111,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27986,21111,-31639,30185,23956,15735,16382,26944,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
136,228265,335,5,3e,0,10,0,6358,12067,17430,27072,27969,21101,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27969,21101,-31638,30196,23966,15751,16399,26954,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
137,229234,335,5,3e,0,10,0,6358,12061,17424,27057,27946,21089,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27946,21089,-31638,30202,23972,15766,16422,26966,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
138,230265,335,5,3e,0,10,0,6354,12057,17420,27041,27938,21088,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27938,21088,-31634,30206,23976,15782,16430,26967,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
139,231234,335,5,3e,0,10,0,6350,12050,17415,27032,27926,21067,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27926,21067,-31630,30213,23981,15791,16442,26988,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
140,232250,335,5,3e,0,10,0,6347,12041,17398,27009,27914,21052,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27914,21052,-31627,30222,23998,15814,16454,27003,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
141,233250,335,5,3e,0,10,0,6346,12033,17384,26998,27911,21050,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27911,21050,-31626,30230,24012,15825,16457,27005,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
142,234234,335,5,3e,0,10,0,6341,12023,17376,26984,27906,21040,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27906,21040,-31621,30240,24020,15839,16462,27015,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
143,235250,335,5,3e,0,10,0,6338,12018,17365,26972,27901,21033,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27901,21033,-31618,30245,24031,15851,16467,27022,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
144,236250,335,5,3e,0,10,0,6335,12013,17358,26958,27890,21033,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27890,21033,-31615,30250,24038,15865,16478,27022,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
145,237250,335,5,3e,0,10,0,6331,12006,17349,26945,27880,21026,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27880,21026,-31611,30257,24047,15878,16488,27029,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
146,238250,335,5,3e,0,10,0,6328,11998,17341,26929,27868,21021,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27868,21021,-31608,30265,24055,15894,16500,27034,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
147,239234,335,5,3e,0,10,0,6326,11994,17342,26925,27854,21014,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27854,21014,-31606,30269,24054,15898,16514,27041,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
148,240250,335,5,3e,0,10,0,6327,11989,17335,26914,27838,20998,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27838,20998,-31607,30274,24061,15909,16530,27057,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
149,241250,335,5,3e,0,10,0,6318,11980,17318,26908,27836,20991,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27836,20991,-31598,30283,24078,15915,16532,27064,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
150,242250,335,5,3e,0,10,0,6317,11975,17306,26903,27833,20954,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27833,20954,-31597,30288,24090,15920,16535,27101,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
151,243250,335,5,3e,0,10,0,6315,11974,17300,26893,27819,20935,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27819,20935,-31595,30289,24096,15930,16549,27120,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
152,244250,335,5,3e,0,10,0,6313,11969,17293,26880,27807,20928,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27807,20928,-31593,30294,24103,15943,16561,27127,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
153,245250,335,5,3e,0,10,0,6311,11965,17286,26872,27800,20920,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27800,20920,-31591,30298,24110,15951,16568,27135,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
154,246250,335,5,3e,0,10,0,6308,11962,17272,26861,27780,20911,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27780,20911,-31588,30301,24124,15962,16588,27144,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
155,247265,335,5,3e,0,10,0,6306,11956,17261,26840,27774,20903,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27774,20903,-31586,30307,24135,15983,16594,27152,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
156,248250,335,5,3e,0,10,0,6306,11951,17241,26817,27750,20894,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27750,20894,-31586,30312,24155,16006,16618,27161,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
157,249234,335,5,3e,0,10,0,6304,11946,17240,26804,27751,20896,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27750,20894,-31584,30317,24156,16019,16617,27159,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
158,250234,335,5,3e,0,10,0,6302,11943,17241,26797,27745,20888,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27745,20888,-31582,30320,24155,16026,16623,27167,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
159,251234,335,5,3e,0,10,0,6300,11936,17227,26784,27736,20889,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27736,20888,-31580,30327,24169,16039,16632,27166,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
160,252250,335,5,3e,0,10,0,6298,11934,17222,26769,27726,20869,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27726,20869,-31578,30329,24174,16054,16642,27186,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
161,253234,335,5,3e,0,10,0,6296,11931,17217,26759,27727,20873,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27726,20869,-31576,30332,24179,16064,16641,27182,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
162,254234,335,5,3e,0,10,0,6295,11928,17212,26752,27715,20871,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27715,20869,-31575,30335,24184,16071,16653,27184,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
163,255250,335,5,3e,0,10,0,6293,11924,17215,26749,27706,20871,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27706,20869,-31573,30339,24181,16074,16662,27184,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
164,256234,335,5,3e,0,10,0,6291,11920,17205,26739,27697,20871,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27697,20869,-31571,30343,24191,16084,16671,27184,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
165,257234,335,5,3e,0,10,0,6286,11915,17205,26737,27696,20862,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27696,20862,-31566,30348,24191,16086,16672,27193,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
166,258234,335,5,3e,0,10,0,6286,11911,17204,26728,27692,20861,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27692,20861,-31566,30352,24192,16095,16676,27194,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
167,259234,335,5,3e,0,10,0,6285,11909,17198,26723,27683,20852,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27683,20852,-31565,30354,24198,16100,16685,27203,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
168,260250,335,5,3e,0,10,0,6285,11904,17198,26721,27688,20854,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27683,20852,-31565,30359,24198,16102,16680,27201,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
169,261234,335,5,3e,0,10,0,6285,11901,17193,26709,27675,20841,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27675,20841,-31565,30362,24203,16114,16693,27214,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
170,262234,335,5,3e,0,10,0,6284,11898,17187,26703,27680,20846,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27675,20841,-31564,30365,24209,16120,16688,27209,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
171,263250,335,5,3e,0,10,0,6283,11895,17188,26697,27668,20837,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27668,20837,-31563,30368,24208,16126,16700,27218,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
172,264234,335,5,3e,0,10,0,6281,11893,17189,26695,27670,20837,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27668,20837,-31561,30370,24207,16128,16698,27218,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
173,265250,335,5,3e,0,10,0,6279,11890,17185,26689,27667,20834,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27667,20834,-31559,30373,24211,16134,16701,27221,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
174,266234,335,5,3e,0,10,0,6278,11884,17177,26680,27653,20830,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27653,20830,-31558,30379,24219,16143,16715,27225,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
175,267234,335,5,3e,0,10,0,6276,11881,17174,26672,27645,20826,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27645,20826,-31556,30382,24222,16151,16723,27229,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
176,268250,335,5,3e,0,10,0,6275,11878,17174,26671,27654,20830,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27645,20826,-31555,30385,24222,16152,16714,27225,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
177,269234,335,5,3e,0,10,0,6274,11876,17172,26665,27646,20830,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27645,20826,-31554,30387,24224,16158,16722,27225,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
178,270234,335,5,3e,0,10,0,6272,11872,17169,26659,27648,20832,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27645,20826,-31552,30391,24227,16164,16720,27223,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
179,271250,335,5,3e,0,10,0,6272,11870,17168,26652,27644,20824,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27644,20824,-31552,30393,24228,16171,16724,27231,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
180,272234,335,5,3e,0,10,0,6270,11865,17163,26642,27637,20819,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27637,20819,-31550,30398,24233,16181,16731,27236,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
181,273250,335,5,3e,0,10,0,6268,11861,17158,26634,27626,20811,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27626,20811,-31548,30402,24238,16189,16742,27244,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
182,274234,335,5,3e,0,10,0,6268,11859,17156,26626,27626,20802,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27626,20802,-31548,30404,24240,16197,16742,27253,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
183,275234,335,5,3e,0,10,0,6262,11859,17156,26619,27629,20798,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27626,20798,-31542,30404,24240,16204,16739,27257,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
184,276250,335,5,3e,0,10,0,6262,11856,17156,26617,27628,20791,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27626,20791,-31542,30407,24240,16206,16740,27264,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
185,277234,335,5,3e,0,10,0,6262,11852,17146,26604,27615,20787,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27615,20787,-31542,30411,24250,16219,16753,27268,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
186,278234,335,5,3e,0,10,0,6262,11849,17142,26607,27618,20794,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27615,20787,-31542,30414,24254,16216,16750,27261,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
187,279250,335,5,3e,0,10,0,6262,11846,17136,26592,27604,20783,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27604,20783,-31542,30417,24260,16231,16764,27272,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
188,280234,335,5,3e,0,10,0,6262,11845,17128,26581,27602,20776,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27602,20776,-31542,30418,24268,16242,16766,27279,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
189,281250,335,5,3e,0,10,0,6261,11844,17125,26578,27603,20778,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27602,20776,-31541,30419,24271,16245,16765,27277,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
190,282250,335,5,3e,0,10,0,6262,11840,17116,26561,27589,20773,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27589,20773,-31542,30423,24280,16262,16779,27282,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
191,283234,335,5,3e,0,10,0,6259,11838,17108,26558,27589,20773,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27589,20773,-31539,30425,24288,16265,16779,27282,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
192,284250,335,5,3e,0,10,0,6259,11833,17098,26555,27595,20779,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27589,20773,-31539,30430,24298,16268,16773,27276,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
193,285234,335,5,3e,0,10,0,6258,11832,17095,26554,27597,20775,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27589,20773,-31538,30431,24301,16269,16771,27280,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
194,286250,335,5,3e,0,10,0,6258,11831,17092,26544,27579,20771,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27579,20771,-31538,30432,24304,16279,16789,27284,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
195,287250,335,5,3e,0,10,0,6256,11829,17085,26532,27575,20763,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27575,20763,-31536,30434,24311,16291,16793,27292,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
196,288234,335,5,3e,0,10,0,6254,11825,17084,26528,27573,20759,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27573,20759,-31534,30438,24312,16295,16795,27296,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
197,289250,335,5,3e,0,10,0,6253,11823,17081,26526,27569,20760,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27569,20759,-31533,30440,24315,16297,16799,27295,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
198,290250,335,5,3e,0,10,0,6253,11819,17079,26514,27560,20757,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27560,20757,-31533,30444,24317,16309,16808,27298,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
199,291234,335,5,3e,0,10,0,6252,11817,17073,26515,27563,20751,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27560,20751,-31532,30446,24323,16308,16805,27304,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
200,292250,335,5,3e,0,10,0,6250,11818,17074,26506,27563,20758,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27560,20751,-31530,30445,24322,16317,16805,27297,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
201,293234,335,5,3e,0,10,0,6250,11816,17068,26501,27558,20750,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27558,20750,-31530,30447,24328,16322,16810,27305,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
202,294250,335,5,3e,0,10,0,6251,11812,17067,26494,27548,20740,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27548,20740,-31531,30451,24329,16329,16820,27315,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
203,295250,335,5,3e,0,10,0,6246,11808,17066,26496,27551,20750,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27548,20740,-31526,30455,24330,16327,16817,27305,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
204,296234,335,5,3e,0,10,0,6245,11807,17067,26490,27551,20745,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27548,20740,-31525,30456,24329,16333,16817,27310,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
205,297250,335,5,3e,0,10,0,6245,11807,17065,26479,27544,20718,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27544,20718,-31525,30456,24331,16344,16824,27337,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
206,298250,335,5,3e,0,10,0,6243,11803,17066,26483,27544,20721,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27544,20718,-31523,30460,24330,16340,16824,27334,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
207,299250,335,5,3e,0,10,0,6244,11801,17064,26475,27537,20706,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27537,20706,-31524,30462,24332,16348,16831,27349,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
208,300250,335,5,3e,0,10,0,6249,11799,17060,26462,27527,20704,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27527,20704,-31529,30464,24336,16361,16841,27351,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
209,301234,335,5,3e,0,10,0,6243,11794,17054,26466,27532,20707,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27527,20704,-31523,30469,24342,16357,16836,27348,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
210,302250,335,5,3e,0,10,0,6243,11792,17052,26458,27519,20696,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27519,20696,-31523,30471,24344,16365,16849,27359,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
211,303250,335,5,3e,0,10,0,6243,11789,17048,26451,27507,20696,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27507,20696,-31523,30474,24348,16372,16861,27359,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
212,304234,335,5,3e,0,10,0,6242,11787,17050,26455,27520,20696,40256,42263,41396,42823,44368,48055,6144,11287,14256,20520,27507,20696,-31522,30476,24346,16368,16848,27359,40256,42263,41396,42823,44368,48055,0,0,0,0,0,0,
