Run Date,4/30/2015 12:16:06
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
23,22657,376,6,3f,0,117,56,41057,40771,39881,41492,42550,46227,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,1027,1194,1170,1252,1357,1566,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
24,23672,376,6,3f,0,117,56,41064,40773,39881,41488,42549,46224,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,1020,1192,1170,1256,1358,1569,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
25,24657,0,0,0,1,117,56,41981,41859,40954,42651,43825,47707,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,103,106,97,93,82,86,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
26,25657,0,0,0,2,117,56,41994,41859,40956,42648,43813,47685,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,90,106,95,96,94,108,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
27,26672,173,3,38,0,117,56,41988,41824,40922,42175,42865,46923,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,96,141,129,569,1042,870,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
28,27657,0,0,0,1,117,56,41981,41839,40942,42628,43834,47703,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,103,126,109,116,73,90,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
29,28657,0,0,0,2,117,56,41987,41870,40956,42647,43827,47701,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,97,95,95,97,80,92,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
30,29657,376,1,1,0,118,56,41209,41758,40934,42648,43819,47691,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,875,207,117,96,88,102,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
31,30672,376,1,1,0,119,56,41166,41725,40928,42651,43833,47712,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,918,240,123,93,74,81,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
32,31657,376,3,7,0,120,56,41139,40878,40362,42583,43816,47714,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,945,1087,689,161,91,79,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
33,32657,376,3,7,0,121,56,41134,40857,40245,42581,43827,47710,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,950,1108,806,163,80,83,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
34,33672,376,5,1f,0,121,57,41516,40953,39928,41547,43423,47667,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,568,1012,1123,1197,484,126,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
35,34672,376,5,1f,0,121,58,41526,40950,39930,41525,43307,47660,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,558,1015,1121,1219,600,133,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
36,35657,79,2,30,0,121,58,41784,41669,40842,42269,42930,46537,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,300,296,209,475,977,1256,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
37,36657,79,2,30,0,121,58,41780,41656,40819,42197,42850,46459,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,304,309,232,547,1057,1334,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
38,37672,173,3,38,0,121,58,41890,41719,40848,42149,42806,46444,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,194,246,203,595,1101,1349,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
39,38657,79,2,30,0,121,58,41928,41769,40895,42377,42899,46395,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,156,196,156,367,1008,1398,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
40,39657,376,6,3f,0,121,58,41338,41055,40218,41788,42610,46290,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,746,910,833,956,1297,1503,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
41,40657,376,6,3f,0,121,58,41217,40911,40071,41755,42596,46249,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,867,1054,980,989,1311,1544,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
42,41672,79,2,30,0,121,58,41912,41747,40826,42364,42736,46246,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,172,218,225,380,1171,1547,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
43,42657,79,2,30,0,121,58,41887,41699,40774,42273,42680,46243,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,197,266,277,471,1227,1550,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
44,43657,376,6,3f,0,121,58,41144,40857,40015,41756,42593,46241,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,940,1108,1036,988,1314,1552,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
45,44672,376,6,3f,0,121,58,41128,40855,40005,41743,42584,46230,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,956,1110,1046,1001,1323,1563,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
46,45672,173,3,38,0,121,58,41810,41598,40627,42078,42619,46232,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,274,367,424,666,1288,1561,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
47,46657,335,5,3e,0,121,58,41646,41303,40272,41822,42597,46249,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,438,662,779,922,1310,1544,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
48,47657,376,6,3f,0,121,58,41234,40914,40054,41676,42695,46445,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,850,1051,997,1068,1212,1348,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
49,48672,335,5,3e,0,121,58,41807,40893,39888,41521,42928,46838,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,277,1072,1163,1223,979,955,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
50,49657,218,4,3c,0,121,58,41842,41583,40026,41474,42715,46404,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,242,382,1025,1270,1192,1389,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
51,50657,376,6,3f,0,121,58,41473,40810,39882,41532,42863,46556,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,611,1155,1169,1212,1044,1237,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
52,51672,376,5,1f,0,121,59,41083,40836,40043,41496,42964,47640,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,1001,1129,1008,1248,943,153,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
53,52672,376,5,1f,0,121,60,41071,40832,39992,41469,42746,47594,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,1013,1133,1059,1275,1161,199,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
54,53657,218,4,3c,0,121,60,41910,41708,40112,41477,42700,46386,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,174,257,939,1267,1207,1407,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
55,54657,376,6,3f,0,121,60,41256,40772,39892,41757,42596,46339,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,828,1193,1159,987,1311,1454,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
56,55672,218,4,3c,0,121,60,41900,41714,40079,41463,42708,46314,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,184,251,972,1281,1199,1479,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
57,56672,218,4,3c,0,121,60,41885,41676,40005,41453,42704,46270,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,199,289,1046,1291,1203,1523,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
58,57657,79,2,30,0,121,60,41944,41805,40926,42370,42565,46219,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,140,160,125,374,1342,1574,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
59,58672,173,3,38,0,121,60,41897,41780,40868,41848,42510,46214,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42505,46183,187,185,183,896,1397,1579,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
60,59672,173,3,38,0,121,60,41933,41768,40570,41450,42504,46534,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42504,46183,151,197,481,1294,1403,1259,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
61,60657,173,3,38,0,121,60,41935,41766,40541,41439,42498,46709,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,149,199,510,1305,1409,1084,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
62,61657,218,3,1c,0,121,61,41914,41689,39999,41431,42552,47446,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,170,276,1052,1313,1355,347,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
63,62672,335,4,1e,0,121,62,41895,41384,39883,41446,43067,47661,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,189,581,1168,1298,840,132,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
64,63672,335,4,1e,0,121,63,41893,41387,39882,41453,43072,47655,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,191,578,1169,1291,835,138,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
65,64657,335,3,e,0,122,63,41622,40789,39878,41914,43773,47689,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,462,1176,1173,830,134,104,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
66,65672,376,3,7,0,123,63,41433,40801,39955,42480,43814,47709,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,651,1164,1096,264,93,84,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
67,66672,376,3,7,0,124,63,41139,40799,40099,42568,43802,47694,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,945,1166,952,176,105,99,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
68,67672,0,0,0,1,124,63,41967,41843,40950,42638,43811,47685,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,117,122,101,106,96,108,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
69,68657,0,0,0,2,124,63,41979,41845,40945,42629,43797,47671,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,105,120,106,115,110,122,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
70,69672,0,0,0,3,124,63,41978,41853,40952,42634,43810,47683,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,106,112,99,110,97,110,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
71,70672,0,0,0,4,124,63,41987,41851,40952,42652,43822,47700,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,97,114,99,92,85,93,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
72,71657,0,0,0,5,124,63,41982,41858,40955,42648,43817,47699,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,102,107,96,96,90,94,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
73,72672,0,0,0,6,124,63,41979,41859,40948,42632,43801,47669,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,105,106,103,112,106,124,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
74,73672,0,0,0,7,124,63,41988,41853,40949,42653,43823,47696,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,96,112,102,91,84,97,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
75,74672,0,0,0,8,124,63,41984,41847,40951,42645,43803,47682,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,100,118,100,99,104,111,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
76,75657,0,0,0,9,124,63,41983,41851,40945,42640,43812,47684,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,101,114,106,104,95,109,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
77,76672,0,0,0,10,124,63,41978,41859,40963,42654,43817,47693,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,106,106,88,90,90,100,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
78,77672,0,0,0,11,124,63,41977,41854,40941,42645,43806,47677,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,107,111,110,99,101,116,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
79,78672,0,0,0,12,124,63,41982,41847,40947,42637,43804,47675,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,102,118,104,107,103,118,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
80,79672,0,0,0,13,124,63,41982,41853,40953,42639,43808,47694,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,102,112,98,105,99,99,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
81,80672,0,0,0,14,124,63,41980,41860,40957,42645,43815,47687,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,104,105,94,99,92,106,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
82,81672,0,0,0,15,124,63,41985,41861,40946,42636,43808,47681,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,99,104,105,108,99,112,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
83,82672,0,0,0,16,124,63,41980,41858,40954,42634,43814,47674,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,104,107,97,110,93,119,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
84,83672,0,0,0,17,124,63,41979,41849,40941,42634,43816,47686,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,105,116,110,110,91,107,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
85,84672,0,0,0,18,124,63,41978,41850,40956,42644,43817,47688,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,106,115,95,100,90,105,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
86,85672,0,0,0,19,124,63,41980,41853,40956,42634,43809,47677,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,104,112,95,110,98,116,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
87,86657,0,0,0,20,124,63,41984,41853,40945,42639,43809,47688,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,100,112,106,105,98,105,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
88,87672,0,0,0,21,124,63,41989,41859,40955,42641,43823,47692,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,95,106,96,103,84,101,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
89,88672,0,0,0,22,124,63,41985,41866,40952,42637,43816,47693,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,99,99,99,107,91,100,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
90,89672,0,0,0,23,124,63,41981,41866,40953,42652,43817,47692,42159,42072,41150,42832,44015,47897,40974,40744,39839,41391,42498,46183,103,99,98,92,90,101,42084,41965,41051,42744,43907,47793,42012,41895,40990,42670,43855,47729,
