Run Date,5/1/2015 18:03:22
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
1,844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
2,1844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
3,2844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
4,3844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
5,4844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
6,5844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
7,6844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
8,7844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
9,8844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
10,9859,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
11,10844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
12,11859,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
13,12844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
14,13859,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
15,14844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
16,15859,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
17,16844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
18,17859,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
19,18844,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
20,19859,0,0,0,301,0,0,41233,40964,40817,42139,45545,48268,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,72,78,74,64,50,40,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
21,20938,0,0,0,301,0,0,41248,40985,40837,42162,45545,48282,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,57,57,54,41,50,26,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
22,21859,0,0,0,301,0,0,41248,40985,40837,42162,45545,48282,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,57,57,54,41,50,26,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
23,22844,0,0,0,301,0,0,41248,40985,40837,42162,45545,48282,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,57,57,54,41,50,26,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
