Run Date,5/2/2015 17:59:38
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
16,34234,21862,2,c,0,96,0,41836,41737,40796,42471,43605,47517,41897,41750,40797,42488,43629,47543,41732,41649,40707,42387,43505,47409,61,13,1,17,24,26,41897,41750,40797,42488,43629,47543,0,0,0,0,0,0,
17,35219,21862,2,c,0,97,0,41831,41731,40788,42481,43612,47534,41897,41750,40797,42488,43629,47543,41732,41649,40707,42387,43505,47409,66,19,9,7,17,9,41897,41750,40797,42488,43629,47543,0,0,0,0,0,0,
18,36219,21862,2,c,0,98,0,41838,41732,40788,42476,43608,47515,41897,41750,40797,42488,43629,47543,41732,41649,40707,42387,43505,47409,59,18,9,12,21,28,41897,41750,40797,42488,43629,47543,0,0,0,0,0,0,
19,37234,21862,2,c,0,99,0,41835,41733,40787,42463,43608,47534,41897,41750,40797,42488,43629,47543,41732,41649,40707,42387,43505,47409,62,17,10,25,21,9,41897,41750,40797,42488,43629,47543,0,0,0,0,0,0,
20,38234,21862,2,c,0,100,0,41835,41743,40796,42479,43625,47528,41897,41750,40797,42488,43629,47543,41732,41649,40707,42387,43505,47409,62,7,1,9,4,15,41897,41750,40797,42488,43629,47543,0,0,0,0,0,0,
21,39219,21862,2,c,0,101,0,41839,41730,40783,42471,43599,47501,41897,41750,40797,42488,43629,47543,41732,41649,40707,42387,43505,47409,58,20,14,17,30,42,41897,41750,40797,42488,43629,47543,0,0,0,0,0,0,
22,40234,21862,2,c,0,102,0,41830,41737,40778,42470,43605,47527,41897,41750,40797,42488,43629,47543,41732,41649,40707,42387,43505,47409,67,13,19,18,24,16,41897,41750,40797,42488,43629,47543,0,0,0,0,0,0,
23,41234,21862,2,c,0,103,0,41832,41738,40784,42470,43611,47518,41897,41750,40797,42488,43629,47543,41732,41649,40707,42387,43505,47409,65,12,13,18,18,25,41897,41750,40797,42488,43629,47543,0,0,0,0,0,0,
24,42219,21862,2,c,0,104,0,41836,41733,40785,42485,43603,47519,41897,41750,40797,42488,43629,47543,41732,41649,40707,42387,43505,47409,61,17,12,3,26,24,41897,41750,40797,42488,43629,47543,0,0,0,0,0,0,
25,43219,13124,0,0,1,104,0,41840,41741,40803,42489,43612,47520,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,57,9,-6,-1,17,23,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
26,44234,21862,2,c,0,105,0,41836,41730,40789,42488,43610,47515,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,61,20,14,1,19,28,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
27,45234,21862,2,c,0,106,0,41838,41729,40784,42475,43605,47520,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,59,21,19,14,24,23,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
28,46219,21862,2,c,0,107,0,41833,41736,40794,42488,43618,47517,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,64,14,9,1,11,26,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
29,47234,30600,1,8,0,108,0,41836,41738,40803,42483,43613,47525,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,61,12,0,6,16,18,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
30,48234,21862,2,c,0,109,0,41833,41739,40787,42482,43619,47537,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,64,11,16,7,10,6,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
31,49219,21862,2,c,0,110,0,41839,41739,40793,42476,43607,47514,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,58,11,10,13,22,29,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
32,50234,21862,2,c,0,111,0,41842,41734,40784,42488,43621,47533,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,55,16,19,1,8,10,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
33,51234,21862,2,c,0,112,0,41798,41736,40778,42478,43612,47513,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,99,14,25,11,17,30,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
34,52234,21862,2,c,0,113,0,41835,41732,40780,42477,43608,47517,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,62,18,23,12,21,26,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
35,53219,21862,2,c,0,114,0,41839,41729,40780,42473,43607,47515,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,58,21,23,16,22,28,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
36,54234,21862,2,c,0,115,0,41838,41734,40780,42480,43623,47537,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,59,16,23,9,6,6,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
37,55234,21862,2,c,0,116,0,41833,41744,40787,42479,43613,47532,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,64,6,16,10,16,11,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
38,56219,21862,2,c,0,117,0,41834,41743,40783,42479,43616,47524,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,63,7,20,10,13,19,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
39,57234,21862,2,c,0,118,0,41836,41745,40785,42469,43616,47525,41897,41750,40803,42489,43629,47543,41732,41649,40707,42387,43505,47409,61,5,18,20,13,18,41897,41750,40803,42489,43629,47543,0,0,0,0,0,0,
41,108234,21862,2,c,0,169,0,41824,41724,40768,42451,43588,47487,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,73,26,35,41,48,56,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
42,109234,21862,2,c,0,170,0,41830,41740,40777,42472,43607,47508,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,67,10,26,20,29,35,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
43,110250,21862,2,c,0,171,0,41830,41740,40776,42468,43604,47500,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,67,10,27,24,32,43,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
44,111234,21862,2,c,0,172,0,41789,41736,40784,42482,43610,47510,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,108,14,19,10,26,33,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
45,112234,21862,2,c,0,173,0,41824,41738,40781,42461,43605,47503,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,73,12,22,31,31,40,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
46,113250,21862,2,c,0,174,0,41824,41735,40791,42475,43605,47510,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,73,15,12,17,31,33,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
47,114250,21862,2,c,0,175,0,41828,41735,40772,42458,43600,47505,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,69,15,31,34,36,38,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
48,115234,21862,2,c,0,176,0,41826,41733,40782,42484,43614,47520,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,71,17,21,8,22,23,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
49,116250,21862,2,c,0,177,0,41829,41730,40777,42462,43605,47519,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,68,20,26,30,31,24,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
50,117250,21862,2,c,0,178,0,41825,41737,40776,42466,43609,47516,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,72,13,27,26,27,27,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
51,118234,21862,2,c,0,179,0,41830,41728,40781,42478,43616,47523,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,67,22,22,14,20,20,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
52,119234,21862,2,c,0,180,0,41835,41727,40784,42472,43606,47512,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,62,23,19,20,30,31,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
53,120250,21862,2,c,0,181,0,41836,41727,40778,42471,43607,47511,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,61,23,25,21,29,32,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
54,121250,21862,2,c,0,182,0,41840,41730,40783,42470,43611,47518,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,57,20,20,22,25,25,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
55,122234,21862,2,c,0,183,0,41833,41729,40780,42468,43600,47505,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,64,21,23,24,36,38,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
56,123250,21862,2,c,0,184,0,41836,41728,40787,42469,43616,47516,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,61,22,16,23,20,27,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
57,124250,21862,2,c,0,185,0,41833,41734,40779,42472,43610,47499,41897,41750,40803,42492,43636,47543,41665,41646,40642,42300,43447,47350,64,16,24,20,26,44,41897,41750,40803,42492,43636,47543,0,0,0,0,0,0,
