Run Date,4/30/2015 12:02:30
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
15,14765,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
16,15765,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
17,16765,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
18,17765,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
19,18781,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
20,19765,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
21,20765,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
22,21765,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
23,22781,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
24,23765,0,0,0,301,76,38,42008,41913,41008,42677,43843,47737,42159,42072,41150,42832,44015,47897,41079,40804,39892,41460,42533,46231,76,52,43,67,64,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
25,24859,376,6,3f,0,76,38,41075,40782,40116,41434,42532,46495,42159,42072,41150,42832,44015,47897,41075,40782,39892,41434,42532,46231,1009,1183,935,1310,1375,1298,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
26,25875,376,6,3f,0,76,38,41094,40791,40124,41435,42530,46476,42159,42072,41150,42832,44015,47897,41075,40782,39892,41434,42530,46231,990,1174,927,1309,1377,1317,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
27,26859,376,6,3f,0,76,38,41084,40785,40116,41447,42532,46484,42159,42072,41150,42832,44015,47897,41075,40782,39892,41434,42530,46231,1000,1180,935,1297,1375,1309,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
28,27859,376,6,3f,0,76,38,41088,40796,40112,41441,42535,46490,42159,42072,41150,42832,44015,47897,41075,40782,39892,41434,42530,46231,996,1169,939,1303,1372,1303,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
29,28859,376,6,3f,0,76,38,41084,40787,40128,41443,42535,46471,42159,42072,41150,42832,44015,47897,41075,40782,39892,41434,42530,46231,1000,1178,923,1301,1372,1322,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
30,29875,376,6,3f,0,76,38,41088,40790,40108,41434,42531,46474,42159,42072,41150,42832,44015,47897,41075,40782,39892,41434,42530,46231,996,1175,943,1310,1376,1319,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
31,30859,376,6,3f,0,76,38,41086,40789,40119,41441,42537,46486,42159,42072,41150,42832,44015,47897,41075,40782,39892,41434,42530,46231,998,1176,932,1303,1370,1307,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
32,31859,376,6,3f,0,76,38,41085,40781,40115,41444,42529,46478,42159,42072,41150,42832,44015,47897,41075,40781,39892,41434,42529,46231,999,1184,936,1300,1378,1315,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
33,32875,376,6,3f,0,76,38,41078,40778,40122,41429,42529,46472,42159,42072,41150,42832,44015,47897,41075,40778,39892,41429,42529,46231,1006,1187,929,1315,1378,1321,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
34,33875,376,6,3f,0,76,38,41086,40779,40112,41432,42528,46470,42159,42072,41150,42832,44015,47897,41075,40778,39892,41429,42528,46231,998,1186,939,1312,1379,1323,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
35,34859,376,6,3f,0,76,38,41044,40780,40112,41436,42523,46449,42159,42072,41150,42832,44015,47897,41044,40778,39892,41429,42523,46231,1040,1185,939,1308,1384,1344,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
36,35859,376,6,3f,0,76,38,41087,40779,40115,41442,42533,46472,42159,42072,41150,42832,44015,47897,41044,40778,39892,41429,42523,46231,997,1186,936,1302,1374,1321,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
37,36875,376,6,3f,0,76,38,41086,40771,40117,41446,42539,46486,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42523,46231,998,1194,934,1298,1368,1307,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
38,37875,376,6,3f,0,76,38,41087,40779,40119,41444,42522,46457,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,997,1186,932,1300,1385,1336,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
39,38859,0,0,0,1,76,38,41991,41876,40961,42637,43822,47705,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,93,89,90,107,85,88,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
40,39875,173,3,38,0,76,38,41980,41844,40578,41475,42537,46711,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,104,121,473,1269,1370,1082,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
41,40875,376,6,3f,0,76,38,41082,40790,40277,41440,42526,46596,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,1002,1175,774,1304,1381,1197,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
42,41859,376,6,3f,0,76,38,41091,40785,40202,41430,42523,46599,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,993,1180,849,1314,1384,1194,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
43,42859,376,6,3f,0,76,38,41096,40772,40204,41441,42528,46603,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,988,1193,847,1303,1379,1190,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
44,43875,0,0,0,1,76,38,41982,41865,40965,42650,43839,47723,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,102,100,86,94,68,70,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
45,44875,0,0,0,2,76,38,41995,41877,40960,42659,43821,47709,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,89,88,91,85,86,84,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
46,45859,0,0,0,3,76,38,41996,41875,40962,42654,43817,47721,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,88,90,89,90,90,72,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
47,46875,0,0,0,4,76,38,41988,41876,40960,42654,43818,47712,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,96,89,91,90,89,81,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
48,47875,0,0,0,5,76,38,42002,41875,40961,42654,43824,47713,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,82,90,90,90,83,80,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
49,48875,79,2,30,0,76,38,41955,41773,40830,42362,42692,46248,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,129,192,221,382,1215,1545,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
50,49859,79,2,30,0,76,38,41946,41750,40812,42313,42641,46240,42159,42072,41150,42832,44015,47897,41044,40771,39892,41429,42522,46231,138,215,239,431,1266,1553,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
51,50875,376,6,3f,0,76,38,41065,40779,39890,41501,42541,46228,42159,42072,41150,42832,44015,47897,41044,40771,39890,41429,42522,46228,1019,1186,1161,1243,1366,1565,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
52,51875,376,6,3f,0,76,38,41063,40765,39881,41482,42531,46224,42159,42072,41150,42832,44015,47897,41044,40765,39881,41429,42522,46224,1021,1200,1170,1262,1376,1569,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
53,52859,0,0,0,1,76,38,41990,41862,40955,42660,43824,47719,42159,42072,41150,42832,44015,47897,41044,40765,39881,41429,42522,46224,94,103,96,84,83,74,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
54,53875,0,0,0,2,76,38,41991,41863,40955,42654,43817,47707,42159,42072,41150,42832,44015,47897,41044,40765,39881,41429,42522,46224,93,102,96,90,90,86,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
55,54875,0,0,0,3,76,38,41992,41864,40956,42665,43824,47712,42159,42072,41150,42832,44015,47897,41044,40765,39881,41429,42522,46224,92,101,95,79,83,81,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
