Run Date,5/1/2015 17:49:39
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
1,5906,0,0,0,12,0,0,41302,41018,40867,42167,45579,48297,41304,41029,40876,42186,45595,48308,41270,40998,40855,42163,45568,48277,2,11,9,19,16,11,41304,41029,40876,42186,45595,48308,0,0,0,0,0,0,
2,6906,0,0,0,13,0,0,41291,41014,40872,42168,45588,48293,41304,41029,40876,42186,45595,48308,41270,40998,40855,42163,45568,48277,13,15,4,18,7,15,41304,41029,40876,42186,45595,48308,0,0,0,0,0,0,
3,7906,0,0,0,14,0,0,41280,40998,40854,42161,45569,48287,41304,41029,40876,42186,45595,48308,41270,40998,40854,42161,45568,48277,24,31,22,25,26,21,41304,41029,40876,42186,45595,48308,0,0,0,0,0,0,
4,8906,0,0,0,15,0,0,41281,41018,40852,42168,45565,48274,41304,41029,40876,42186,45595,48308,41270,40998,40852,42161,45565,48274,23,11,24,18,30,34,41304,41029,40876,42186,45595,48308,0,0,0,0,0,0,
5,9906,0,0,0,16,0,0,41293,41016,40867,42179,45582,48300,41304,41029,40876,42186,45595,48308,41270,40998,40852,42161,45565,48274,11,13,9,7,13,8,41304,41029,40876,42186,45595,48308,0,0,0,0,0,0,
6,10906,0,0,0,17,0,0,41295,41021,40863,42182,45566,48294,41304,41029,40876,42186,45595,48308,41270,40998,40852,42161,45565,48274,9,8,13,4,29,14,41304,41029,40876,42186,45595,48308,0,0,0,0,0,0,
7,11906,0,0,0,18,0,0,41289,41015,40851,42165,45562,48281,41304,41029,40876,42186,45595,48308,41270,40998,40851,42161,45562,48274,15,14,25,21,33,27,41304,41029,40876,42186,45595,48308,0,0,0,0,0,0,
8,12922,0,0,0,19,0,0,41305,41031,40869,42181,45565,48279,41305,41031,40876,42186,45595,48308,41270,40998,40851,42161,45562,48274,-1,-2,7,5,30,29,41305,41031,40876,42186,45595,48308,0,0,0,0,0,0,
9,13906,0,0,0,20,0,0,41303,41032,40869,42176,45566,48289,41305,41032,40876,42186,45595,48308,41270,40998,40851,42161,45562,48274,2,-1,7,10,29,19,41305,41032,40876,42186,45595,48308,0,0,0,0,0,0,
10,14922,0,0,0,21,0,0,41295,41026,40880,42183,45583,48297,41305,41032,40880,42186,45595,48308,41270,40998,40851,42161,45562,48274,10,6,-4,3,12,11,41305,41032,40880,42186,45595,48308,0,0,0,0,0,0,
11,15906,0,0,0,22,0,0,41296,41027,40878,42194,45579,48299,41305,41032,40880,42194,45595,48308,41270,40998,40851,42161,45562,48274,9,5,2,-8,16,9,41305,41032,40880,42194,45595,48308,0,0,0,0,0,0,
12,16922,0,0,0,23,0,0,41294,41020,40871,42180,45572,48279,41305,41032,40880,42194,45595,48308,41270,40998,40851,42161,45562,48274,11,12,9,14,23,29,41305,41032,40880,42194,45595,48308,0,0,0,0,0,0,
13,17906,0,0,0,24,0,0,41299,41023,40871,42186,45570,48301,41305,41032,40880,42194,45595,48308,41270,40998,40851,42161,45562,48274,6,9,9,8,25,7,41305,41032,40880,42194,45595,48308,0,0,0,0,0,0,
14,18922,0,0,0,25,0,0,41298,41027,40877,42191,45573,48301,41305,41032,40880,42194,45595,48308,41270,40998,40851,42161,45562,48274,7,5,3,3,22,7,41305,41032,40880,42194,45595,48308,0,0,0,0,0,0,
15,19906,0,0,0,26,0,0,41294,41016,40872,42189,45568,48291,41305,41032,40880,42194,45595,48308,41270,40998,40851,42161,45562,48274,11,16,8,5,27,17,41305,41032,40880,42194,45595,48308,0,0,0,0,0,0,
16,20922,0,0,0,27,0,0,41300,41015,40862,42175,45570,48293,41305,41032,40880,42194,45595,48308,41270,40998,40851,42161,45562,48274,5,17,18,19,25,15,41305,41032,40880,42194,45595,48308,0,0,0,0,0,0,
17,21906,0,0,0,28,0,0,41290,41024,40863,42165,45557,48277,41305,41032,40880,42194,45595,48308,41270,40998,40851,42161,45557,48274,15,8,17,29,38,31,41305,41032,40880,42194,45595,48308,0,0,0,0,0,0,
18,22922,0,0,0,29,0,0,41295,41026,40873,42178,45576,48297,41305,41032,40880,42194,45595,48308,41270,40998,40851,42161,45557,48274,10,6,7,16,19,11,41305,41032,40880,42194,45595,48308,0,0,0,0,0,0,
