Run Date,5/1/2015 08:30:58
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
0,7703,0,0,0,96,0,0,42155,42052,41130,42813,43996,47872,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,21,24,25,24,11,21,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
1,8703,0,0,0,97,0,0,42159,42056,41127,42812,43984,47874,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,17,20,28,25,23,19,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
2,9703,0,0,0,98,0,0,42159,42047,41123,42805,43986,47869,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,17,29,32,32,21,24,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
3,10688,0,0,0,99,0,0,42154,42052,41139,42814,43993,47874,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,22,24,16,23,14,19,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
4,11703,0,0,0,100,0,0,42158,42058,41128,42812,43987,47865,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,18,18,27,25,20,28,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
5,12703,0,0,0,101,0,0,42158,42047,41122,42800,43974,47856,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,18,29,33,37,33,37,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
6,13703,0,0,0,102,0,0,42153,42048,41121,42799,43978,47857,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,23,28,34,38,29,36,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
7,14703,0,0,0,103,0,0,42158,42050,41125,42806,43983,47872,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,18,26,30,31,24,21,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
8,15703,0,0,0,104,0,0,42164,42055,41127,42809,43989,47885,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,12,21,28,28,18,8,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
9,16703,0,0,0,105,0,0,42162,42052,41124,42806,43972,47853,42176,42076,41155,42837,44007,47893,42064,41941,41051,42704,43882,47762,14,24,31,31,35,40,42176,42076,41155,42837,44007,47893,0,0,0,0,0,0,
