Run Date,4/30/2015 11:38:20
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,padCounts[0],padCounts[1],padCounts[2],padCounts[3],padCounts[4],padCounts[5],pad_max[0],pad_max[1],pad_max[2],pad_max[3],pad_max[4],pad_max[5],pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
1,953,0,0,0,217,52,19,42037,41918,40995,42701,43876,47745,42159,42072,41150,42832,44015,47897,41088,40808,39892,41460,42533,46248,30,47,56,43,31,48,42067,41965,41051,42744,43907,47793,0,0,0,0,0,0,
2,1953,0,0,0,218,52,19,42031,41919,40993,42698,43892,47762,42159,42072,41150,42832,44015,47897,41088,40808,39892,41460,42533,46248,36,46,58,46,15,31,42067,41965,41051,42744,43907,47793,0,0,0,0,0,0,
3,2937,0,0,0,219,52,19,42037,41925,40997,42701,43871,47747,42159,42072,41150,42832,44015,47897,41088,40808,39892,41460,42533,46248,30,40,54,43,36,46,42067,41965,41051,42744,43907,47793,0,0,0,0,0,0,
4,3953,0,0,0,220,52,19,42041,41923,40992,42699,43871,47748,42159,42072,41150,42832,44015,47897,41088,40808,39892,41460,42533,46248,26,42,59,45,36,45,42067,41965,41051,42744,43907,47793,0,0,0,0,0,0,
5,4953,0,0,0,221,52,19,42035,41920,40993,42691,43864,47743,42159,42072,41150,42832,44015,47897,41088,40808,39892,41460,42533,46248,32,45,58,53,43,50,42067,41965,41051,42744,43907,47793,0,0,0,0,0,0,
