Run Date,5/1/2015 18:10:55
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,PC0,PC1,PC2,PC3,PC4,PC5,PMAX0,PMAX1,PMAX2,PMAX3,PMAX4,PMAX5,pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
1,5984,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
2,7000,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
3,7984,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
4,8984,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
5,10000,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
6,10984,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
7,12000,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
8,12984,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
9,14000,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
10,14984,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
11,16000,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
12,16984,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
13,17984,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
14,19000,0,0,0,301,0,0,41227,40954,40805,42118,45522,48246,41305,41042,40891,42203,45595,48308,41180,40885,40762,42069,45440,48157,78,88,86,85,73,62,41305,41042,40891,42203,45595,48308,0,0,0,0,0,0,
