Run Date,4/30/2015 11:49:38
EntryNumber,elapsedTime,lastMeasFlowRateInMl,numOfSubmergedPads,submergedPadsBitMask,secondsOfNoWater,unknowns,pad5wrong,padCounts[0],padCounts[1],padCounts[2],padCounts[3],padCounts[4],padCounts[5],pad_max[0],pad_max[1],pad_max[2],pad_max[3],pad_max[4],pad_max[5],pad_min[0],pad_min[1],pad_min[2],pad_min[3],pad_min[4],pad_min[5],padMeasDelta[0],padMeasDelta[1],padMeasDelta[2],padMeasDelta[3],padMeasDelta[4],padMeasDelta[5],padMax1Array[0],padMax1Array[1],padMax1Array[2],padMax1Array[3],padMax1Array[4],padMax1Array[5],padMax2Array[0],padMax2Array[1],padMax2Array[2],padMax2Array[3],padMax2Array[4],padMax2Array[5],
11,10891,0,0,0,39,66,28,42050,41932,40997,42691,43862,47741,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,34,33,54,53,45,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
12,11891,0,0,0,40,66,28,42072,41953,41017,42700,43882,47760,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,12,12,34,44,25,33,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
13,12891,173,3,38,0,66,28,42003,41876,40734,41946,42814,46625,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,81,89,317,798,1093,1168,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
14,13875,173,3,38,0,66,28,41976,41847,40679,41639,42582,46257,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,108,118,372,1105,1325,1536,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
15,14891,0,0,0,1,66,28,42038,41924,41002,42687,43869,47756,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,46,41,49,57,38,37,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
16,15891,0,0,0,2,66,28,42052,41943,41024,42706,43890,47777,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,32,22,27,38,17,16,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
17,16891,0,0,0,3,66,28,42055,41947,41013,42693,43862,47749,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,29,18,38,51,45,44,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
18,17891,79,2,30,0,66,28,42020,41932,40970,42377,42936,46431,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,64,33,81,367,971,1362,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
19,18891,0,0,0,1,66,28,42042,41935,41001,42680,43871,47751,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,42,30,50,64,36,42,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
20,19891,0,0,0,2,66,28,42044,41939,41016,42697,43872,47758,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,40,26,35,47,35,35,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
21,20875,0,0,0,3,66,28,42049,41942,41011,42694,43865,47751,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,35,23,40,50,42,42,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
22,21891,0,0,0,4,66,28,42053,41934,41013,42693,43861,47749,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,31,31,38,51,46,44,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
23,22891,0,0,0,5,66,28,42047,41934,41007,42697,43864,47750,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,37,31,44,47,43,43,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
24,23891,0,0,0,6,66,28,42050,41933,41013,42701,43873,47756,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,34,32,38,43,34,37,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
25,24891,0,0,0,7,66,28,42053,41930,41020,42705,43864,47754,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,31,35,31,39,43,39,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
26,25891,0,0,0,8,66,28,42058,41932,41011,42694,43867,47757,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,26,33,40,50,40,36,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
27,26891,0,0,0,9,66,28,42013,41940,41016,42701,43876,47761,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,71,25,35,43,31,32,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
28,27891,0,0,0,10,66,28,42059,41937,41015,42704,43869,47749,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,25,28,36,40,38,44,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
29,28891,0,0,0,11,66,28,42060,41938,41015,42708,43874,47751,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,24,27,36,36,33,42,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
30,29891,0,1,20,0,66,28,42055,41932,41010,42685,43757,47021,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,29,33,41,59,150,772,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
31,30891,0,0,0,1,66,28,42032,41929,40992,42682,43853,47746,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,52,36,59,62,54,47,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
32,31875,0,0,0,2,66,28,42052,41926,41004,42698,43876,47762,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,32,39,47,46,31,31,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
33,32891,0,0,0,3,66,28,42014,41925,40996,42678,43809,47567,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,70,40,55,66,98,226,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
34,33891,0,0,0,4,66,28,41959,41859,40906,42605,43657,47395,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,125,106,145,139,250,398,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
35,34891,335,1,2,0,67,28,41633,41490,40595,42446,43528,47318,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,451,475,456,298,379,475,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
36,35891,376,2,3,0,68,28,41581,41459,40578,42443,43549,47347,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,503,506,473,301,358,446,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
37,36891,0,0,0,1,68,28,42035,41929,41009,42689,43864,47749,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,49,36,42,55,43,44,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
38,37891,0,0,0,2,68,28,41994,41932,40986,42677,43832,47717,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,90,33,65,67,75,76,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
39,38891,0,0,0,3,68,28,42005,41931,40998,42710,43864,47742,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,79,34,53,34,43,51,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
40,39891,0,0,0,4,68,28,42040,41925,41000,42700,43872,47747,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,44,40,51,44,35,46,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
41,40891,0,0,0,5,68,28,42038,41940,41005,42699,43848,47667,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,46,25,46,45,59,126,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
42,41891,0,0,0,6,68,28,42025,41941,41006,42708,43868,47454,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,59,24,45,36,39,339,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
43,42891,0,0,0,7,68,28,42029,41938,40997,42693,43838,47472,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,55,27,54,51,69,321,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
44,43891,0,0,0,8,68,28,42046,41937,40999,42685,43854,47727,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,38,28,52,59,53,66,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
45,44891,0,1,20,0,68,28,42013,41913,41006,42685,43710,46291,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,71,52,45,59,197,1502,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
46,45891,0,1,20,0,68,28,42014,41904,41006,42681,43692,46278,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,70,61,45,63,215,1515,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
47,46891,0,0,0,1,68,28,42029,41917,41004,42706,43871,47745,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,55,48,47,38,36,48,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
48,47891,0,0,0,2,68,28,42047,41927,41003,42691,43854,47740,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,37,38,48,53,53,53,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
49,48891,79,2,30,0,68,28,42016,41904,41009,42682,43396,46263,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,68,61,42,62,511,1530,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
50,49907,79,2,30,0,68,28,42009,41895,40994,42674,43485,46260,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,75,70,57,70,422,1533,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
51,50891,218,4,3c,0,68,28,41962,41689,40012,41541,43090,46248,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,122,276,1039,1203,817,1545,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
52,51891,376,6,3f,0,68,28,41113,41333,39930,41507,43070,46254,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,971,632,1121,1237,837,1539,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
53,52891,376,6,3f,0,68,28,41114,41304,39931,41501,43091,46258,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,970,661,1120,1243,816,1535,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
54,53891,0,0,0,1,68,28,42034,41916,41008,42693,43869,47748,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,50,49,43,51,38,45,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
55,54891,0,1,20,0,68,28,42014,41921,41001,42679,43700,46306,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,70,44,50,65,207,1487,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
56,55891,0,1,20,0,68,28,42013,41911,40996,42673,43661,46278,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,71,54,55,71,246,1515,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
57,56907,173,3,38,0,68,28,41982,41810,40468,41618,43138,46257,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,102,155,583,1126,769,1536,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
58,57891,0,0,0,1,68,28,41983,41843,40876,42620,43831,47727,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,101,122,175,124,76,66,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
59,58891,376,6,3f,0,68,28,41122,40881,40117,41496,42644,47026,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,962,1084,934,1248,1263,767,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
60,59891,376,2,3,0,69,28,41139,41357,40573,42572,43830,47720,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,945,608,478,172,77,73,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
61,60907,0,0,0,1,69,28,42035,41922,41003,42698,43862,47738,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,49,43,48,46,45,55,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
62,61891,0,0,0,2,69,28,42033,41927,40995,42702,43865,47740,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,51,38,56,42,42,53,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
63,62891,376,6,3f,0,69,28,41130,40865,40196,41489,42569,46850,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,954,1100,855,1255,1338,943,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
64,63907,376,6,3f,0,69,28,41125,40875,40221,41496,42605,47025,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,959,1090,830,1248,1302,768,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
65,64891,0,0,0,1,69,28,42032,41930,40997,42693,43861,47740,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,52,35,54,51,46,53,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
66,65891,0,0,0,2,69,28,42041,41927,41010,42698,43863,47748,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,43,38,41,46,44,45,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
67,66891,376,6,3f,0,69,28,41154,40822,40037,41515,42571,46551,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,930,1143,1014,1229,1336,1242,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
68,67907,376,6,3f,0,69,28,41148,40823,40064,41561,42601,46833,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,936,1142,987,1183,1306,960,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
69,68891,0,0,0,1,69,28,42035,41917,41005,42692,43861,47743,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,49,48,46,52,46,50,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
70,69891,218,4,3c,0,69,28,41976,41812,40333,41508,42726,46444,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,108,153,718,1236,1181,1349,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
71,70907,218,4,3c,0,69,28,41972,41807,40327,41499,42725,46467,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,112,158,724,1245,1182,1326,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
72,71907,0,0,0,1,69,28,42026,41914,41006,42692,43858,47741,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,58,51,45,52,49,52,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
73,72891,0,0,0,2,69,28,42035,41930,41005,42699,43862,47748,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,49,35,46,45,45,45,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
74,73891,0,1,20,0,69,28,42016,41897,40997,42678,43600,46264,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,68,68,54,66,307,1529,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
75,74907,0,1,20,0,69,28,42008,41899,40998,42665,43622,46311,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,76,66,53,79,285,1482,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
76,75891,0,0,0,1,69,28,42036,41914,41000,42698,43853,47737,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,48,51,51,46,54,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
77,76891,218,4,3c,0,69,28,41961,41711,40014,41504,42764,46389,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,123,254,1037,1240,1143,1404,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
78,77907,218,4,3c,0,69,28,41959,41707,40015,41491,42780,46408,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,125,258,1036,1253,1127,1385,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
79,78907,0,0,0,1,69,28,42029,41916,41004,42700,43880,47753,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,55,49,47,44,27,40,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
80,79891,376,6,3f,0,69,28,41118,40918,40252,41492,42924,46314,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,966,1047,799,1252,983,1479,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
81,80891,376,6,3f,0,69,28,41105,40858,40110,41491,42938,46324,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,979,1107,941,1253,969,1469,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
82,81907,0,0,0,1,69,28,42031,41913,40998,42695,43869,47740,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,53,52,53,49,38,53,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
83,82907,0,0,0,2,69,28,42037,41922,41006,42700,43867,47751,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,47,43,45,44,40,42,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
84,83891,0,1,20,0,69,28,42003,41904,41002,42685,43600,46278,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,81,61,49,59,307,1515,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
85,84907,0,0,0,1,69,28,42027,41919,40994,42704,43863,47737,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,57,46,57,40,44,56,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
86,85907,218,4,3c,0,69,28,41930,41732,40061,41501,42953,46294,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,154,233,990,1243,954,1499,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
87,86891,218,4,3c,0,69,28,41892,41720,40044,41495,42926,46285,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,192,245,1007,1249,981,1508,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
88,87891,0,0,0,1,69,28,42025,41910,40996,42681,43846,47727,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,59,55,55,63,61,66,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
89,88907,376,6,3f,0,69,28,41109,41201,39942,41487,42834,46491,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,975,764,1109,1257,1073,1302,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
90,89907,376,6,3f,0,69,28,41098,41132,39933,41500,42917,46571,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,986,833,1118,1244,990,1222,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
91,90891,0,0,0,1,69,28,42032,41920,41004,42689,43865,47742,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,52,45,47,55,42,51,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
92,91907,0,0,0,2,69,28,42027,41918,40996,42689,43851,47733,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,57,47,55,55,56,60,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
93,92907,0,1,20,0,69,28,42004,41901,40997,42667,43669,46295,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,80,64,54,77,238,1498,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
94,93907,218,4,3c,0,69,28,41953,41682,40026,41519,43204,46260,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,131,283,1025,1225,703,1533,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
95,94891,218,4,3c,0,69,28,41948,41646,40012,41504,43185,46273,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,136,319,1039,1240,722,1520,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
96,95907,376,6,3f,0,69,28,41094,41251,39934,41508,43182,46290,42159,42072,41150,42832,44015,47897,41085,40808,39892,41460,42533,46231,990,714,1117,1236,725,1503,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
97,96907,376,6,3f,0,69,28,41081,41198,39920,41504,43172,46289,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,1003,767,1131,1240,735,1504,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
98,97907,376,6,3f,0,69,28,41098,41243,39933,41505,43135,46279,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,986,722,1118,1239,772,1514,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
99,98891,218,4,3c,0,69,28,41951,41612,40010,41501,43076,46275,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,133,353,1041,1243,831,1518,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
100,99907,218,4,3c,0,69,28,41950,41589,39963,41496,43083,46265,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,134,376,1088,1248,824,1528,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
101,100907,376,6,3f,0,69,28,41119,41296,39928,41501,43107,46286,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,965,669,1123,1243,800,1507,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
102,101891,335,5,3e,0,69,28,41854,41528,39948,41484,43096,46261,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,230,437,1103,1260,811,1532,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
103,102907,335,5,3e,0,69,28,41951,41530,39944,41492,43104,46267,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,133,435,1107,1252,803,1526,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
104,103907,335,5,3e,0,69,28,41952,41525,39941,41482,43093,46259,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,132,440,1110,1262,814,1534,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
105,104907,335,4,2e,0,70,28,41942,41532,39968,41860,43559,46262,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,142,433,1083,884,348,1531,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
106,105891,0,1,20,0,70,28,41991,41885,40990,42676,43599,46258,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,93,80,61,68,308,1535,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
107,106907,0,1,20,0,70,28,41990,41894,40989,42680,43591,46251,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,94,71,62,64,316,1542,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
108,107907,218,4,3c,0,70,28,41961,41772,40288,41716,43256,46237,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,123,193,763,1028,651,1556,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
109,108907,218,4,3c,0,70,28,41950,41699,40037,41535,43159,46240,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,134,266,1014,1209,748,1553,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
110,109907,376,6,3f,0,70,28,41120,41225,39949,41517,43146,46240,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,964,740,1102,1227,761,1553,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
111,110907,376,6,3f,0,70,28,41117,41208,39949,41512,43153,46255,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,967,757,1102,1232,754,1538,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
112,111907,376,6,3f,0,70,28,41114,41199,39946,41517,43156,46253,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,970,766,1105,1227,751,1540,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
113,112891,376,5,1f,0,70,29,41131,41195,39931,41486,43097,47661,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,953,770,1120,1258,810,132,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
114,113907,376,5,1f,0,70,30,41129,41204,39938,41493,43018,47638,42159,42072,41150,42832,44015,47897,41081,40808,39892,41460,42533,46231,955,761,1113,1251,889,155,42084,41965,41051,42744,43907,47793,0,0,0,0,0,0,
